1	0	0	0	0
2	22	22	0	0
3	34	34	0	0
4	45	45	0	0
5	52	52	0	0
6	64	64	0	0
7	75	75	0	0
8	82	82	0	0
9	83	83	0	0
11	84	84	0	0
12	88	88	0	0
13	85	85	0	0
14	84	84	0	0
15	81	81	0	0
17	80	80	0	0
18	78	77	1	0
19	74	72	2	0
20	80	74	6	0
22	80	71	9	0
23	89	75	14	0
24	96	78	18	0
25	97	76	21	0
27	91	69	22	0
28	90	67	23	0
29	97	69	28	0
30	94	67	27	0
32	90	62	28	0
33	89	58	31	0
34	86	57	29	0
35	82	57	25	0
37	74	49	25	0
38	77	53	24	0
39	74	51	23	0
40	78	55	23	0
41	73	54	19	0
43	70	50	20	0
44	76	51	25	0
45	75	50	25	0
46	79	52	27	0
48	76	52	24	0
49	77	52	25	0
50	75	49	26	0
51	75	50	25	0
52	75	48	27	0
54	66	43	23	0
55	63	41	22	0
56	70	46	24	0
57	70	44	26	0
58	72	42	30	0
100	80	45	35	0
101	86	49	37	0
102	94	53	41	0
103	98	56	42	0
105	99	55	44	0
106	99	52	47	0
107	102	53	49	0
108	108	58	50	0
110	103	55	48	0
111	96	51	45	0
112	95	51	44	0
113	101	51	50	0
114	106	54	52	0
116	101	52	49	0
117	99	51	48	0
118	100	51	49	0
119	102	54	48	0
121	93	46	47	0
122	92	45	47	0
123	92	46	46	0
124	91	46	45	0
126	91	47	41	3
127	97	48	46	3
128	93	45	45	3
129	99	48	48	3
130	99	47	49	3
132	93	46	44	3
133	98	51	44	3
134	97	48	46	3
135	97	48	46	3
136	91	45	44	2
138	83	41	42	0
139	99	48	50	1
140	97	48	48	1
141	96	49	46	1
142	96	48	47	1
144	95	46	48	1
145	103	52	50	1
146	103	50	52	1
147	111	59	51	1
148	114	60	53	1
150	105	53	50	2
151	108	52	53	3
152	112	55	54	3
153	119	57	58	4
155	116	53	58	5
156	110	48	57	5
157	103	45	53	5
158	96	43	48	5
159	88	40	43	5
201	71	33	33	5
202	68	33	31	4
203	60	31	26	3
204	52	25	24	3
